id,start,end,locus_tag
3358,3790203,3790667,Rv3366
3359,3791034,3792809,Rv3367
3360,3793454,3792810,Rv3368c
3361,3793453,3793887,Rv3369
3362,3797215,3793976,Rv3370c
3363,3797407,3798747,Rv3371
3364,3798789,3799964,Rv3372
3365,3800201,3800842,Rv3373
3366,3800843,3801091,Rv3374
3367,3801096,3802523,Rv3375
3368,3802631,3803284,Rv3376
3369,3804828,3803323,Rv3377c
3370,3805723,3804833,Rv3378c
3371,3807342,3805732,Rv3379c
3372,3808459,3807575,Rv3380c
3373,3808836,3808510,Rv3381c
3374,3809912,3808923,Rv3382c
3375,3809912,3809606,Rv3383c
3376,3810752,3810360,Rv3384c
3377,3811060,3810752,Rv3385c
3378,3811209,3811913,Rv3386
3379,3811903,3812580,Rv3387
3380,3812770,3814965,Rv3388
3381,3815908,3815036,Rv3389c
3382,3815982,3816692,Rv3390
3383,3816738,3818690,Rv3391
3384,3819554,3818691,Rv3392c
3385,3819578,3820504,Rv3393
3386,3822142,3820559,Rv3394c
3387,3822753,3822139,Rv3395c
3388,3822836,3823462,Rv3395A
3389,3825195,3823618,Rv3396c
3390,3826115,3825207,Rv3397c
3391,3827223,3826144,Rv3398c
3392,3827246,3828292,Rv3399
3393,3828356,3829144,Rv3400
3394,3829159,3831519,Rv3401
3395,3860713,3860351,Rv3424c
3396,3860876,3861406,Rv3425
3397,3860876,3861412,Rv3429
3398,3862516,3861353,Rv3430c
3399,3863850,3863005,Rv3431c
3400,3865465,3864083,Rv3432c
3401,3866924,3865503,Rv3433c
3402,3867640,3866926,Rv3434c
3403,3868505,3867651,Rv3435c
3404,3870601,3868727,Rv3436c
3405,3870623,3871099,Rv3437
3406,3871109,3871951,Rv3438
3407,3873374,3871971,Rv3439c
3408,3873688,3873377,Rv3440c
3409,3875082,3873736,Rv3441c
3410,3875662,3875207,Rv3442c
3411,3876102,3875659,Rv3443c
3412,3876637,3876335,Rv3444c
3413,3877035,3876658,Rv3445c
3414,3878242,3877028,Rv3446c
3415,3881949,3878239,Rv3447c
3416,3882063,3883466,Rv3448
3417,3883463,3884830,Rv3449
3418,3886207,3884795,Rv3450c
3419,3886328,3887116,Rv3451
3420,3887163,3887843,Rv3452
3421,3888115,3888447,Rv3453
3422,3888533,3889801,Rv3454
3423,3890533,3889763,Rv3455c
3424,3891143,3890601,Rv3456c
3425,3892218,3891175,Rv3457c
3426,3892975,3892370,Rv3458c
3427,3893403,3892984,Rv3459c
3428,3893781,3893407,Rv3460c
3429,3894110,3893997,Rv3461c
3430,3894364,3894143,Rv3462c
3431,3894618,3895475,Rv3463
3432,3895548,3896543,Rv3464
3433,3896545,3897153,Rv3465
3434,3897236,3897904,Rv3466
3435,3897675,3898628,Rv3467
3436,3899780,3898686,Rv3468c
3437,3900794,3899784,Rv3469c
3438,3902513,3900855,Rv3470c
3439,3903052,3902519,Rv3471c
3440,3903073,3903579,Rv3472
3441,3904444,3903659,Rv3473c
3442,3904867,3904541,Rv3474
3443,3905802,3904762,Rv3475
3444,3906082,3906073,Rv3476c
3445,3906446,3906742,Rv3477
3446,3906779,3907960,Rv3478
3447,3908173,3911238,Rv3479
3448,3912755,3911262,Rv3480c
3449,3913535,3912846,Rv3481c
3450,3914459,3913677,Rv3482c
3451,3915165,3914503,Rv3483c
3452,3915431,3916969,Rv3484
3453,3917919,3916975,Rv3485c
3454,3918125,3918574,Rv3486
3455,3919360,3918527,Rv3487c
3456,3920020,3920343,Rv3488
3457,3920425,3920589,Rv3489
3458,3920589,3922091,Rv3490
3459,3922243,3922821,Rv3491
3460,3923300,3922818,Rv3492c
3461,3924028,3923300,Rv3493c
3462,3925722,3924028,Rv3494c
3463,3926887,3925733,Rv3495c
3464,3928239,3926884,Rv3496c
3465,3929309,3928236,Rv3497c
3466,3930351,3929299,Rv3498c
3467,3931553,3930351,Rv3499c
3468,3932415,3931573,Rv3500c
3469,3933214,3932450,Rv3501c
3470,3934393,3933440,Rv3502c
3471,3934609,3934418,Rv3503c
3472,3934824,3936026,Rv3504
3473,3936051,3937172,Rv3505
3474,3937243,3938751,Rv3506
3475,3938922,3943133,Rv3507
3476,3943424,3950383,Rv3508
3477,3952097,3950550,Rv3509c
3478,3952930,3952094,Rv3510c
3479,3953290,3955442,Rv3511
3480,3955405,3958974,Rv3512
3481,3959759,3959103,Rv3513c
3482,3959805,3964259,Rv3514
3483,3966466,3964820,Rv3515c
3484,3966119,3966540,Rv3516
3485,3966215,3967054,Rv3517
3486,3968305,3967109,Rv3518c
3487,3968334,3969044,Rv3519
3488,3970152,3969109,Rv3520c
3489,3970305,3971216,Rv3521
3490,3971232,3972296,Rv3522
3491,3972313,3973497,Rv3523
3492,3973539,3974570,Rv3524
3493,3975108,3974584,Rv3525c
3494,3975223,3976383,Rv3526
3495,3976389,3976838,Rv3527
3496,3977976,3977263,Rv3528c
3497,3979822,3978668,Rv3529c
3498,3980604,3979822,Rv3530c
3499,3981728,3980601,Rv3531c
3500,3982127,3983347,Rv3532
3501,3985237,3983489,Rv3533c
3502,3986376,3985336,Rv3534c
3503,3987284,3986373,Rv3535c
3504,3988080,3987295,Rv3536c
3505,3988153,3989844,Rv3537
3506,3989846,3990706,Rv3538
3507,3990843,3992282,Rv3539
3508,3993443,3992283,Rv3540c
3509,3993832,3993443,Rv3541c
3510,3994764,3993829,Rv3542c
3511,3995924,3994761,Rv3543c
3512,3996928,3995909,Rv3544c
3513,3998229,3996928,Rv3545c
3514,3998341,3999516,Rv3546
3515,3999628,4000083,Rv3547
3516,4001080,4000166,Rv3548c
3517,4001882,4001103,Rv3549c
3518,4001937,4002680,Rv3550
3519,4002680,4003558,Rv3551
3520,4003555,4004307,Rv3552
3521,4004405,4005472,Rv3553
3522,4005469,4007526,Rv3554
3523,4008483,4007614,Rv3555c
3524,4009748,4008588,Rv3556c
3525,4010415,4009813,Rv3557c
3526,4010764,4012419,Rv3558
3527,4013216,4012428,Rv3559c
3528,4014370,4013213,Rv3560c
3529,4014418,4015941,Rv3561
3530,4015942,4017075,Rv3562
3531,4017072,4018031,Rv3563
3532,4018028,4018984,Rv3564
3533,4018981,4020147,Rv3565
3534,4020963,4020112,Rv3566c
3535,4021214,4020948,Rv3566A
3536,4022063,4021500,Rv3567c
3537,4022980,4022078,Rv3568c
3538,4023852,4022977,Rv3569c
3539,4025051,4023867,Rv3570c
3540,4025198,4026274,Rv3571
3541,4026292,4026822,Rv3572
3542,4028993,4026858,Rv3573c
3543,4029265,4029864,Rv3574
3544,4030949,4029870,Rv3575c
3545,4031139,4031852,Rv3576
3546,4032043,4032909,Rv3577
3547,4032923,4034164,Rv3578
3548,4035174,4034206,Rv3579c
3549,4036584,4035175,Rv3580c
3550,4037128,4036649,Rv3581c
3551,4037820,4037125,Rv3582c
3552,4038325,4037837,Rv3583c
3553,4038611,4039159,Rv3584
3554,4039225,4040667,Rv3585
3555,4040672,4041748,Rv3586
3556,4042543,4041749,Rv3587c
3557,4043275,4042652,Rv3588c
3558,4043274,4044188,Rv3589
3559,4045939,4044185,Rv3590c
3560,4046823,4046050,Rv3591c
3561,4046838,4047155,Rv3592
3562,4047133,4048491,Rv3593
3563,4048638,4049465,Rv3594
3564,4050831,4049512,Rv3595c
3565,4053485,4050939,Rv3596c
3566,4054100,4053762,Rv3597c
3567,4055721,4054204,Rv3598c
3568,4055816,4055733,Rv3599c
3569,4056640,4055822,Rv3600c
3570,4057062,4056643,Rv3601c
3571,4057991,4057062,Rv3602c
3572,4058899,4057988,Rv3603c
3573,4060277,4059084,Rv3604c
3574,4060962,4060486,Rv3605c
3575,4061528,4060962,Rv3606c
3576,4061926,4061525,Rv3607c
3577,4062761,4061919,Rv3608c
3578,4063366,4062758,Rv3609c
3579,4065664,4063382,Rv3610c
3580,4065731,4066384,Rv3611
3581,4066628,4066299,Rv3612c
3582,4066823,4066662,Rv3613c
3583,4067477,4066923,Rv3614c
3584,4067904,4067593,Rv3615c
3585,4069378,4067978,Rv3616c
3586,4070736,4071704,Rv3617
3587,4071701,4072888,Rv3618
3588,4073271,4072987,Rv3619c
3589,4073594,4073298,Rv3620c
3590,4074892,4073651,Rv3621c
3591,4075201,4074902,Rv3622c
3592,4075530,4076252,Rv3623
3593,4076907,4076257,Rv3624c
3594,4077875,4076904,Rv3625c
3595,4078906,4077854,Rv3626c
3596,4080288,4078903,Rv3627c
3597,4080426,4080914,Rv3628
3598,4082057,4080960,Rv3629c
3599,4082178,4083473,Rv3630
3600,4083517,4084242,Rv3631
3601,4084239,4084583,Rv3632
3602,4084794,4085669,Rv3633
3603,4086614,4085670,Rv3634c
3604,4086637,4088412,Rv3635
3605,4088755,4089102,Rv3636
3606,4089487,4089987,Rv3637
3607,4089987,4090733,Rv3638
3608,4091453,4090887,Rv3639c
3609,4092752,4091523,Rv3640c
3610,4093563,4092928,Rv3641c
3611,4093768,4093574,Rv3642c
3612,4094163,4094354,Rv3643
3613,4094440,4094368,Rv3644c
3614,4095810,4097459,Rv3645
3615,4100260,4097456,Rv3646c
3616,4101191,4100613,Rv3647c
3617,4101534,4101331,Rv3648c
3618,4101784,4104099,Rv3649
3619,4104236,4104520,Rv3650
3620,4104844,4105881,Rv3651
3621,4106635,4106948,Rv3652
3622,4106942,4107529,Rv3653
3623,4107916,4107662,Rv3654c
3624,4108301,4107925,Rv3655c
3625,4108531,4108325,Rv3656c
3626,4109116,4108541,Rv3657c
3627,4109940,4109140,Rv3658c
3628,4110995,4109937,Rv3659c
3629,4112149,4111097,Rv3660c
3630,4112648,4113511,Rv3661
3631,4115036,4114266,Rv3662c
3632,4116679,4115033,Rv3663c
3633,4117476,4116676,Rv3664c
3634,4118458,4117532,Rv3665c
3635,4120085,4118460,Rv3666c
3636,4120793,4122748,Rv3667
3637,4123482,4122784,Rv3668c
3638,4123828,4124346,Rv3669
3639,4124347,4125330,Rv3670
3640,4126516,4125323,Rv3671c
3641,4127343,4126522,Rv3672c
3642,4128158,4127475,Rv3673c
3643,4128895,4128158,Rv3674c
3644,4129003,4129380,Rv3675
3645,4129479,4130153,Rv3676
3646,4131053,4130259,Rv3677c
3647,4131515,4131060,Rv3678c
3648,4131692,4131531,Rv3678A
3649,4131777,4132799,Rv3679
3650,4132796,4133956,Rv3680
3651,4134555,4134199,Rv3681c
3652,4134917,4137349,Rv3682
3653,4137418,4138377,Rv3683
3654,4138440,4139480,Rv3684
3655,4139542,4139615,Rv3685c
3656,4142084,4141752,Rv3686c
3657,4142692,4142324,Rv3687c
3658,4143358,4142894,Rv3688c
3659,4143358,4144713,Rv3689
3660,4144740,4145393,Rv3690
3661,4145519,4146520,Rv3691
3662,4146517,4147593,Rv3692
3663,4147727,4149049,Rv3693
3664,4150115,4149123,Rv3694c
3665,4150207,4151139,Rv3695
3666,4152756,4151203,Rv3696c
3667,4153243,4152806,Rv3697c
3668,4153494,4155023,Rv3698
3669,4155045,4155746,Rv3699
3670,4156921,4155749,Rv3700c
3671,4157917,4156952,Rv3701c
3672,4158615,4157914,Rv3702c
3673,4159892,4158615,Rv3703c
3674,4161187,4159889,Rv3704c
3675,4161963,4161319,Rv3705c
3676,4162481,4162092,Rv3705A
3677,4162912,4162592,Rv3706c
3678,4164041,4163031,Rv3707c
3679,4165218,4164181,Rv3708c
3680,4166484,4165219,Rv3709c
3681,4166741,4168675,Rv3710
3682,4169730,4168741,Rv3711c
3683,4169982,4171223,Rv3712
3684,4171228,4171923,Rv3713
3685,4172822,4171932,Rv3714c
3686,4173501,4172890,Rv3715c
3687,4173914,4173513,Rv3716c
3688,4174049,4174774,Rv3717
3689,4175259,4174816,Rv3718c
3690,4175307,4176719,Rv3719
3691,4176737,4177999,Rv3720
3692,4179732,4177996,Rv3721c
3693,4181129,4179822,Rv3722c
3694,4181346,4181431,Rv3723
3695,4182468,4182710,Rv3724A
3696,4182607,4183170,Rv3724B
3697,4183215,4184144,Rv3725
3698,4184422,4185615,Rv3726
3699,4185956,4187764,Rv3727
3700,4187874,4191071,Rv3728
3701,4191286,4193616,Rv3729
3702,4194721,4193681,Rv3730c
3703,4194759,4195835,Rv3731
3704,4195935,4196993,Rv3732
3705,4197513,4197013,Rv3733c
3706,4198891,4197527,Rv3734c
3707,4199090,4199578,Rv3735
3708,4199635,4200696,Rv3736
3709,4200700,4202289,Rv3737
3710,4203233,4202286,Rv3738c
3711,4203518,4203285,Rv3739c
3712,4205180,4203834,Rv3740c
3713,4205854,4205180,Rv3741c
3714,4206246,4205851,Rv3742c
3715,4208374,4206392,Rv3743c
3716,4208441,4208803,Rv3744
3717,4209099,4208887,Rv3745c
3718,4209507,4209172,Rv3746c
3719,4209725,4210108,Rv3747
3720,4210238,4210597,Rv3748
3721,4211139,4210630,Rv3749c
3722,4211599,4211207,Rv3750c
3723,4211875,4212090,Rv3751
3724,4212218,4212132,Rv3752c
3725,4213222,4212722,Rv3753c
3726,4213422,4214327,Rv3754
3727,4214889,4214290,Rv3755c
3728,4215614,4214895,Rv3756c
3729,4216300,4215611,Rv3757c
3730,4217418,4216288,Rv3758c
3731,4218374,4217427,Rv3759c
3732,4218539,4218841,Rv3760
3733,4219918,4218863,Rv3761c
3734,4221877,4219997,Rv3762c
3735,4222048,4222527,Rv3763
3736,4224010,4222583,Rv3764c
3737,4224785,4224081,Rv3765c
3738,4225294,4225983,Rv3766
3739,4226941,4225997,Rv3767c
3740,4227071,4227430,Rv3768
3741,4227616,4227888,Rv3769
3742,4228776,4228201,Rv3770c
3743,4229064,4228882,Rv3770A
3744,4229270,4229079,Rv3770B
3745,4229731,4229405,Rv3771c
3746,4229938,4229866,Rv3772
3747,4231826,4231242,Rv3773c
3748,4231850,4232674,Rv3774
3749,4232686,4233933,Rv3775
3750,4234090,4235649,Rv3776
3751,4235668,4235582,Rv3777
3752,4237896,4236700,Rv3778c
3753,4237986,4239986,Rv3779
3754,4239990,4240526,Rv3780
3755,4240530,4241351,Rv3781
3756,4241348,4242262,Rv3782
3757,4242259,4243101,Rv3783
3758,4243257,4244237,Rv3784
3759,4244321,4245394,Rv3785
3760,4246598,4245375,Rv3786c
3761,4247537,4246611,Rv3787c
3762,4247781,4248266,Rv3788
3763,4248375,4248740,Rv3789
3764,4248780,4250165,Rv3790
3765,4250166,4250930,Rv3791
3766,4250933,4252864,Rv3792
3767,4252864,4256148,Rv3793
3768,4256234,4259518,Rv3794
3769,4259515,4262811,Rv3795
3770,4262879,4264006,Rv3796
3771,4264086,4265867,Rv3797
3772,4265994,4267328,Rv3798
3773,4268949,4267381,Rv3799c
3774,4274147,4268946,Rv3800c
3775,4276067,4274154,Rv3801c
3776,4277366,4276356,Rv3802c
3777,4278463,4277564,Rv3803c
3778,4279659,4278643,Rv3804c
3779,4281837,4279954,Rv3805c
3780,4282834,4281926,Rv3806c
3781,4283338,4282841,Rv3807c
3782,4285280,4283367,Rv3808c
3783,4286476,4285277,Rv3809c
3784,4286740,4287594,Rv3810
3785,4287799,4289418,Rv3811
3786,4289572,4291086,Rv3812
3787,4292216,4291395,Rv3813c
3788,4293016,4292231,Rv3814c
3789,4293789,4293034,Rv3815c
3790,4294572,4293793,Rv3816c
3791,4294648,4295403,Rv3817
3792,4295450,4297000,Rv3818
3793,4296997,4297332,Rv3819
3794,4298826,4297420,Rv3820c
3795,4298974,4299687,Rv3821
3796,4299722,4300936,Rv3822
3797,4304530,4301261,Rv3823c
3798,4306175,4304640,Rv3824c
3799,4312606,4306226,Rv3825c
3800,4312813,4314567,Rv3826
3801,4315790,4314564,Rv3827c
3802,4316398,4315787,Rv3828c
3803,4318009,4316399,Rv3829c
3804,4318686,4318057,Rv3830c
3805,4318758,4319240,Rv3831
3806,4319812,4319237,Rv3832c
3807,4319868,4320659,Rv3833
3808,4321915,4320656,Rv3834c
3809,4322048,4323397,Rv3835
3810,4323402,4323815,Rv3836
3811,4324708,4324010,Rv3837c
3812,4325670,4324705,Rv3838c
3813,4325766,4326542,Rv3839
3814,4326568,4326981,Rv3840
3815,4327179,4327724,Rv3841
3816,4328563,4327739,Rv3842c
3817,4329597,4328569,Rv3843c
3818,4331776,4332267,Rv3844
3819,4332282,4332641,Rv3845
3820,4333705,4334328,Rv3846
3821,4334539,4335072,Rv3847
3822,4335327,4336235,Rv3848
3823,4336500,4336898,Rv3849
3824,4337016,4337672,Rv3850
3825,4337684,4337968,Rv3851
3826,4338075,4338479,Rv3852
3827,4338496,4338969,Rv3853
3828,4340473,4339005,Rv3854c
3829,4340549,4341199,Rv3855
3830,4342408,4341401,Rv3856c
3831,4342614,4342417,Rv3857c
3832,4344505,4343039,Rv3858c
3833,4349081,4344498,Rv3859c
3834,4349778,4350950,Rv3860
3835,4350947,4351273,Rv3861
3836,4351522,4351172,Rv3862c
3837,4351849,4353027,Rv3863
3838,4353270,4354478,Rv3864
3839,4354566,4354877,Rv3865
3840,4354880,4355731,Rv3866
3841,4355770,4356321,Rv3867
3842,4356314,4358035,Rv3868
3843,4358039,4359481,Rv3869
3844,4359481,4361724,Rv3870
3845,4361827,4363602,Rv3871
3846,4363745,4364044,Rv3872
3847,4364075,4365181,Rv3873
3848,4365274,4365576,Rv3874
3849,4365609,4365896,Rv3875
3850,4366010,4368010,Rv3876
3851,4368007,4369542,Rv3877
3852,4369693,4370535,Rv3878
3853,4372782,4370593,Rv3879c
3854,4373546,4373199,Rv3880c
3855,4374925,4373543,Rv3881c
3856,4376420,4375032,Rv3882c
3857,4377757,4376417,Rv3883c
3858,4379838,4377979,Rv3884c
3859,4381521,4379908,Rv3885c
3860,4383170,4381518,Rv3886c
3861,4384684,4383155,Rv3887c
3862,4385706,4384681,Rv3888c
3863,4386630,4385800,Rv3889c
3864,4387013,4386726,Rv3890c
3865,4387372,4387049,Rv3891c
3866,4388683,4387484,Rv3892c
3867,4388995,4388762,Rv3893c
3868,4393452,4389262,Rv3894c
3869,4394940,4393453,Rv3895c
3870,4395851,4394943,Rv3896c
3871,4396645,4396008,Rv3897c
3872,4396990,4396658,Rv3898c
3873,4398384,4397152,Rv3899c
3874,4399313,4398378,Rv3900c
3875,4399819,4399370,Rv3901c
3876,4400900,4400370,Rv3902c
3877,4403437,4400897,Rv3903c
3878,4403714,4403442,Rv3904c
3879,4404036,4403725,Rv3905c
3880,4404611,4404102,Rv3906c
3881,4406078,4404636,Rv3907c
3882,4406454,4407200,Rv3908
3883,4407197,4409605,Rv3909
3884,4409602,4413156,Rv3910
3885,4413191,4413858,Rv3911
3886,4413874,4414638,Rv3912
3887,4414732,4415739,Rv3913
3888,4415736,4416086,Rv3914
3889,4416196,4417416,Rv3915
3890,4418171,4417437,Rv3916c
3891,4419495,4418461,Rv3917c
3892,4420535,4419492,Rv3918c
3893,4421205,4420532,Rv3919c
3894,4421900,4421337,Rv3920c
3895,4423072,4421972,Rv3921c
3896,4423418,4423056,Rv3922c
3897,4423792,4423415,Rv3923c
3898,4423932,4423789,Rv3924c
n1,3688490,3693031,Rv3296
n2,1501362,1503953,Rv1328
n3,1499110,1496915,Rv1326c
n4,1501331,1499118,Rv1327c
n5,1505987,1503993,Rv1329c
n6,3678072,3679874,Rv3285
n7,3701157,3699400,Rv3302c
n8,3840019,3838283,Rv3409c
n9,1491016,1489313,Rv1320c
n10,3835266,3833554,Rv3403c
n11,3833198,3831945,Rv3402c
n12,3852712,3851486,Rv3423c
n13,3857259,3855175,Rv3428c
n14,3841202,3840075,Rv3410c
n15,3849881,3848847,Rv3419c
n16,1639625,1640551,Rv1451
n17,3694739,3693825,Rv3298c
n18,3844355,3843438,Rv3413c
n19,3676571,3677536,Rv3283
n20,3723221,3722337,Rv2167c
n21,3836607,3837509,Rv3406
n22,2649273,2650157,Rv3326
n23,2383993,2383118,Rv2110c
n24,3680669,3679884,Rv3286c
n25,2383121,2382375,Rv2109c
n26,3681529,3680666,Rv3287c
